,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Olympic_Nation
46,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,5.8,8.033,,13.833,Nestor ABAD,ESP
47,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23.0,5.8,8.1,,13.9,Nestor ABAD,ESP
48,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,4.7,8.3,,13.0,Nestor ABAD,ESP
49,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28.0,5.0,8.233,,13.233,Nestor ABAD,ESP
50,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17.0,5.3,8.466,,13.766,Nestor ABAD,ESP
51,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,5.3,8.366,,13.666,Nestor ABAD,ESP
52,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,22.0,5.2,7.9,0.1,13.0,Nestor ABAD,ESP
53,ABAD,Nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,69.0,4.8,9.0,0.1,13.7,Nestor ABAD,ESP
54,ABAD,Nestor,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,5.3,8.5,,13.8,Nestor ABAD,ESP
55,ABAD,Nestor,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,5.3,8.35,,13.65,Nestor ABAD,ESP
56,ABAD,Nestor,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,5.0,7.0,,12.0,Nestor ABAD,ESP
57,ABAD,Nestor,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,5.7,8.35,,14.05,Nestor ABAD,ESP
58,ABAD,Nestor,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,5.7,8.3,,14.0,Nestor ABAD,ESP
59,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,5.1,8.466,,13.566,Yumin ABBADINI,ITA
60,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,5.1,8.566,,13.666,Yumin ABBADINI,ITA
61,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,5.1,8.633,,13.733,Yumin ABBADINI,ITA
62,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,5.1,5.1,0.3,9.9,Yumin ABBADINI,ITA
63,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,5.6,8.0,,13.6,Yumin ABBADINI,ITA
64,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,5.6,8.033,,13.633,Yumin ABBADINI,ITA
65,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,5.3,7.766,,13.066,Yumin ABBADINI,ITA
66,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,5.3,8.4,,13.7,Yumin ABBADINI,ITA
67,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,5.5,8.166,,13.666,Yumin ABBADINI,ITA
68,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,5.5,8.466,,13.966,Yumin ABBADINI,ITA
69,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,5.5,6.8,,12.3,Yumin ABBADINI,ITA
70,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,4.7,8.466,,13.166,Yumin ABBADINI,ITA
71,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,4.7,8.3,,13.0,Yumin ABBADINI,ITA
72,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,4.7,8.333,,13.033,Yumin ABBADINI,ITA
73,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,4.8,9.066,,13.866,Yumin ABBADINI,ITA
74,ABBADINI,Yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,84.0,4.8,8.9,0.1,13.6,Yumin ABBADINI,ITA
75,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.4,8.433,,13.833,Yumin ABBADINI,ITA
76,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,5.6,8.2,,13.8,Yumin ABBADINI,ITA
77,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,5.6,8.166,,13.766,Yumin ABBADINI,ITA
78,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,4.7,7.333,,12.033,Yumin ABBADINI,ITA
79,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,5.0,7.533,,12.533,Yumin ABBADINI,ITA
80,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,5.5,8.333,,13.833,Yumin ABBADINI,ITA
81,ABBADINI,Yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,5.0,8.366,,13.366,Yumin ABBADINI,ITA
82,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,5.4,8.466,,13.866,Yumin ABBADINI,ITA
83,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,5.4,8.433,0.3,13.533,Yumin ABBADINI,ITA
84,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,5.4,8.5,,13.9,Yumin ABBADINI,ITA
85,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,5.9,8.133,,14.033,Yumin ABBADINI,ITA
86,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,5.9,8.133,,14.033,Yumin ABBADINI,ITA
87,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,5.9,8.133,,14.033,Yumin ABBADINI,ITA
88,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,5.5,8.433,,13.933,Yumin ABBADINI,ITA
89,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,5.5,8.5,,14.0,Yumin ABBADINI,ITA
90,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,5.5,8.3,,13.8,Yumin ABBADINI,ITA
91,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,5.8,7.7,,13.5,Yumin ABBADINI,ITA
92,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,5.8,6.933,,12.733,Yumin ABBADINI,ITA
93,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,4.7,8.6,,13.3,Yumin ABBADINI,ITA
94,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,4.7,8.8,,13.5,Yumin ABBADINI,ITA
95,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,4.7,8.566,,13.266,Yumin ABBADINI,ITA
96,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,4.8,9.1,,13.9,Yumin ABBADINI,ITA
97,ABBADINI,Yumin,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,80.0,4.8,9.166,,13.966,Yumin ABBADINI,ITA
98,ABBADINI,Yumin,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,5.5,8.033,,13.533,Yumin ABBADINI,ITA
99,ABBADINI,Yumin,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,5.3,8.233,,13.533,Yumin ABBADINI,ITA
100,ABBADINI,Yumin,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,6.4,7.033,,13.433,Yumin ABBADINI,ITA
101,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,5.5,8.266,,13.766,Yumin ABBADINI,ITA
102,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,5.5,8.466,,13.966,Yumin ABBADINI,ITA
103,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,5.3,8.166,,13.466,Yumin ABBADINI,ITA
104,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,5.3,6.833,,12.133,Yumin ABBADINI,ITA
105,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,5.3,8.7,,14.0,Yumin ABBADINI,ITA
106,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,5.3,8.2,,13.5,Yumin ABBADINI,ITA
107,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,5.7,8.4,,14.1,Yumin ABBADINI,ITA
108,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,5.7,8.466,,14.166,Yumin ABBADINI,ITA
109,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,5.7,8.566,,14.266,Yumin ABBADINI,ITA
110,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,4.7,8.8,,13.5,Yumin ABBADINI,ITA
111,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,4.7,8.566,,13.266,Yumin ABBADINI,ITA
112,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,18.0,4.8,8.866,0.1,13.566,Yumin ABBADINI,ITA
113,ABBADINI,Yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,4.8,8.933,,13.733,Yumin ABBADINI,ITA
114,ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,5.2,7.2,0.4,12.0,Abdelrahman ABDELHALEEM,EGY
115,ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,4.6,8.166,,12.766,Abdelrahman ABDELHALEEM,EGY
116,ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,4.3,8.1,,12.4,Abdelrahman ABDELHALEEM,EGY
117,ABDELHALEEM,Abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,5.2,7.566,,12.766,Abdelrahman ABDELHALEEM,EGY
118,ABDELHALEEM,Abdelrahman,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,4.8,7.2,,12.0,Abdelrahman ABDELHALEEM,EGY
119,ABDELHALEEM,Abdelrahman,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,5.4,6.766,,12.166,Abdelrahman ABDELHALEEM,EGY
120,ABDELHALEEM,Abdelrahman,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,4.6,8.0,,12.6,Abdelrahman ABDELHALEEM,EGY
121,ABDELHALEEM,Abdelrahman,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,5.7,7.0,,12.7,Abdelrahman ABDELHALEEM,EGY
122,ABDELHALEEM,Abdelrahman,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,5.8,7.266,,13.066,Abdelrahman ABDELHALEEM,EGY
123,ABDELHALEEM,Abdelrahman,m,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,5.6,8.5,,14.1,Abdelrahman ABDELHALEEM,EGY
124,ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,5.4,7.433,0.9,11.933,Ahmed ABDELRAHMAN,EGY
125,ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,4.4,8.566,,12.966,Ahmed ABDELRAHMAN,EGY
126,ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,5.2,7.8,,13.0,Ahmed ABDELRAHMAN,EGY
127,ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,4.9,8.266,,13.166,Ahmed ABDELRAHMAN,EGY
128,ABDELRAHMAN,Ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,50.0,5.2,8.766,,13.966,Ahmed ABDELRAHMAN,EGY
129,ABDELRAHMAN,Ahmed,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,5.4,7.966,0.1,13.266,Ahmed ABDELRAHMAN,EGY
130,ABDELRAHMAN,Ahmed,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,4.9,8.05,,12.95,Ahmed ABDELRAHMAN,EGY
131,ABDELRAHMAN,Ahmed,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT,,5.2,8.65,0.1,13.75,Ahmed ABDELRAHMAN,EGY
132,ABDELRAHMAN,Ahmed,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,5.3,7.366,0.1,12.566,Ahmed ABDELRAHMAN,EGY
133,ABDELRAHMAN,Ahmed,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,4.4,8.4,,12.8,Ahmed ABDELRAHMAN,EGY
134,ABDELRAHMAN,Ahmed,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,4.3,7.466,,11.766,Ahmed ABDELRAHMAN,EGY
