,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Olympic_Nation
169,ABDULLAHI,Ayesha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,45.0,3.5,6.7,0.0,10.2,Ayesha ABDULLAHI,GBR
220,ABEYRATNE,Kumudi,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,36.0,3.9,5.2,,9.1,Kumudi ABEYRATNE,SRI
221,ABEYRATNE,Kumudi,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39.0,2.9,4.45,,7.35,Kumudi ABEYRATNE,SRI
222,ABEYRATNE,Kumudi,w,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,39.0,1.2,4.3,,5.5,Kumudi ABEYRATNE,SRI
226,ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,116.0,4.6,5.9,,10.5,Jana ABOELHASAN,EGY
227,ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,74.0,4.4,7.866,,12.266,Jana ABOELHASAN,EGY
228,ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,113.0,4.4,6.5,,10.9,Jana ABOELHASAN,EGY
229,ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,138.0,3.2,8.4,,11.6,Jana ABOELHASAN,EGY
230,ABOELHASAN,Jana,w,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",BB,35.0,4.7,5.8,,10.5,Jana ABOELHASAN,EGY
231,ABOELHASAN,Jana,w,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",FX,27.0,4.4,6.65,0.4,10.65,Jana ABOELHASAN,EGY
232,ABREU,Yamilet,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,3.9,6.2,,10.1,Yamilet ABREU,DOM
233,ABREU,Yamilet,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.0,7.467,0.1,12.367,Yamilet ABREU,DOM
234,ABREU,Yamilet,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.5,7.233,,11.733,Yamilet ABREU,DOM
235,ABREU,Yamilet,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.6,8.067,0.1,12.567,Yamilet ABREU,DOM
245,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,15.0,5.7,7.266,,12.966,Ondine ACHAMPONG,GBR
246,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,5.7,8.0,,13.7,Ondine ACHAMPONG,GBR
247,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,16.0,5.3,8.033,,13.333,Ondine ACHAMPONG,GBR
248,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,51.0,5.8,7.033,,12.833,Ondine ACHAMPONG,GBR
249,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,5.0,9.366,,14.366,Ondine ACHAMPONG,GBR
250,ACHAMPONG,Ondine,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,3.0,5.0,9.466,,14.466,Ondine ACHAMPONG,GBR
251,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",BB,4.0,5.1,7.7,0.0,12.8,Ondine ACHAMPONG,GBR
252,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,1.0,5.9,7.75,0.0,13.65,Ondine ACHAMPONG,GBR
253,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,12.0,5.2,7.6,0.3,12.5,Ondine ACHAMPONG,GBR
254,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,5.6,7.3,0.0,12.9,Ondine ACHAMPONG,GBR
255,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,7.0,5.6,7.5,0.0,13.1,Ondine ACHAMPONG,GBR
256,ACHAMPONG,Ondine,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,1.0,5.0,9.25,0.0,14.25,Ondine ACHAMPONG,GBR
257,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",BB,2.0,5.5,7.9,,13.4,Ondine ACHAMPONG,GBR
258,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,7.0,5.5,7.766,,13.266,Ondine ACHAMPONG,GBR
259,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,4.0,5.7,8.0,,13.7,Ondine ACHAMPONG,GBR
260,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,25.0,5.3,7.566,0.2,12.666,Ondine ACHAMPONG,GBR
261,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,43.0,5.8,6.433,,12.233,Ondine ACHAMPONG,GBR
262,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,24.0,5.6,6.833,,12.433,Ondine ACHAMPONG,GBR
263,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,5.0,8.933,,13.933,Ondine ACHAMPONG,GBR
264,ACHAMPONG,Ondine,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,7.0,5.0,8.9,,13.9,Ondine ACHAMPONG,GBR
265,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,5.0,5.9,7.7,,13.6,Ondine ACHAMPONG,GBR
266,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,16.0,5.6,7.833,,13.433,Ondine ACHAMPONG,GBR
267,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,6.2,7.733,,13.933,Ondine ACHAMPONG,GBR
268,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,17.0,5.3,7.4,,12.7,Ondine ACHAMPONG,GBR
269,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,33.0,5.3,7.566,,12.866,Ondine ACHAMPONG,GBR
270,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,20.0,4.9,7.633,,12.533,Ondine ACHAMPONG,GBR
271,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,56.0,4.9,7.833,,12.733,Ondine ACHAMPONG,GBR
272,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,4.0,5.0,9.133,,14.133,Ondine ACHAMPONG,GBR
273,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,5.0,9.166,,14.166,Ondine ACHAMPONG,GBR
274,ACHAMPONG,Ondine,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,9.0,5.0,9.3,,14.3,Ondine ACHAMPONG,GBR
275,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",BB,1.0,5.7,8.1,0.0,13.8,Ondine ACHAMPONG,GBR
276,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,2.0,5.5,8.3,0.0,13.8,Ondine ACHAMPONG,GBR
277,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,8.0,5.2,6.75,0.0,11.95,Ondine ACHAMPONG,GBR
278,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,4.0,5.3,7.9,0.0,13.2,Ondine ACHAMPONG,GBR
279,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,5.8,8.3,0.0,14.1,Ondine ACHAMPONG,GBR
280,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,2.0,5.7,8.0,0.0,13.7,Ondine ACHAMPONG,GBR
281,ACHAMPONG,Ondine,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,16.0,5.0,9.3,0.0,14.3,Ondine ACHAMPONG,GBR
282,ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",BB,4.0,5.9,7.633,,13.533,Ondine ACHAMPONG,GBR
283,ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,4.0,5.7,7.666,,13.366,Ondine ACHAMPONG,GBR
284,ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,8.0,5.3,7.866,,13.166,Ondine ACHAMPONG,GBR
285,ACHAMPONG,Ondine,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,6.0,5.0,8.966,,13.966,Ondine ACHAMPONG,GBR
286,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,4.0,5.7,6.8,,12.5,Ondine ACHAMPONG,GBR
287,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,4.0,5.7,7.6,,13.3,Ondine ACHAMPONG,GBR
288,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,1.0,5.3,8.05,,13.35,Ondine ACHAMPONG,GBR
289,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,2.0,5.3,7.733,,13.033,Ondine ACHAMPONG,GBR
290,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,11.0,5.3,7.25,,12.55,Ondine ACHAMPONG,GBR
291,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,3.0,6.0,7.25,,13.25,Ondine ACHAMPONG,GBR
292,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,4.0,6.0,7.433,,13.433,Ondine ACHAMPONG,GBR
293,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,2.0,6.1,7.65,,13.75,Ondine ACHAMPONG,GBR
294,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,1.0,5.0,8.9,,13.9,Ondine ACHAMPONG,GBR
295,ACHAMPONG,Ondine,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT,,5.0,9.15,,14.15,Ondine ACHAMPONG,GBR
296,ACHONDO,Barbara,w,CHI,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,13.0,4.7,7.333,0.1,11.933,Barbara ACHONDO,CHI
297,ACHONDO,Barbara,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,3.6,7.433,0.1,10.933,Barbara ACHONDO,CHI
298,ACHONDO,Barbara,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.2,8.1,,12.3,Barbara ACHONDO,CHI
299,ACHONDO,Barbara,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.1,6.933,0.3,10.733,Barbara ACHONDO,CHI
300,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,17.0,3.6,7.6,0.1,11.1,Barbara ACHONDO,CHI
301,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,31.0,3.8,7.233,,11.033,Barbara ACHONDO,CHI
302,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,10.0,4.5,7.833,,12.333,Barbara ACHONDO,CHI
303,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",FX,8.0,4.4,7.9,0.1,12.2,Barbara ACHONDO,CHI
304,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,10.0,4.6,8.033,,12.633,Barbara ACHONDO,CHI
305,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,24.0,3.4,4.866,,8.266,Barbara ACHONDO,CHI
306,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,26.0,4.2,7.233,,11.433,Barbara ACHONDO,CHI
307,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,24.0,3.2,8.2,,11.4,Barbara ACHONDO,CHI
308,ACHONDO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,45.0,3.2,8.166,,11.366,Barbara ACHONDO,CHI
322,ADALSTEINSDOTTIR,Thelma,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,69.0,4.7,7.0,0.1,11.6,Thelma ADALSTEINSDOTTIR,ISL
323,ADALSTEINSDOTTIR,Thelma,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,127.0,3.7,7.733,,11.433,Thelma ADALSTEINSDOTTIR,ISL
324,ADALSTEINSDOTTIR,Thelma,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,108.0,4.2,6.833,,11.033,Thelma ADALSTEINSDOTTIR,ISL
325,ADALSTEINSDOTTIR,Thelma,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,126.0,3.8,8.266,,12.066,Thelma ADALSTEINSDOTTIR,ISL
326,ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,35.0,4.7,7.533,,12.233,Thelma ADALSTEINSDOTTIR,ISL
327,ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,91.0,3.6,7.533,,11.133,Thelma ADALSTEINSDOTTIR,ISL
328,ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,57.0,4.1,7.633,,11.733,Thelma ADALSTEINSDOTTIR,ISL
329,ADALSTEINSDOTTIR,Thelma,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,69.0,3.8,8.533,,12.333,Thelma ADALSTEINSDOTTIR,ISL
330,ADALSTEINSDOTTIR,Thelma,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,69.0,4.8,7.333,,12.133,Thelma ADALSTEINSDOTTIR,ISL
331,ADALSTEINSDOTTIR,Thelma,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,62.0,4.8,7.7,,12.5,Thelma ADALSTEINSDOTTIR,ISL
332,ADALSTEINSDOTTIR,Thelma,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,79.0,4.3,7.866,,12.166,Thelma ADALSTEINSDOTTIR,ISL
333,ADALSTEINSDOTTIR,Thelma,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,135.0,4.2,8.4,0.3,12.3,Thelma ADALSTEINSDOTTIR,ISL
334,ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,57.0,4.8,6.466,0.1,11.166,Thelma ADALSTEINSDOTTIR,ISL
335,ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,78.0,4.5,7.066,,11.566,Thelma ADALSTEINSDOTTIR,ISL
336,ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,54.0,4.3,7.933,,12.233,Thelma ADALSTEINSDOTTIR,ISL
337,ADALSTEINSDOTTIR,Thelma,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,82.0,3.8,8.5,,12.3,Thelma ADALSTEINSDOTTIR,ISL
338,ADAMSON,Jess,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,54.0,4.3,5.4,0.0,9.7,Jess ADAMSON,GBR
339,ADAMSON,Jess,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,52.0,4.0,6.45,0.0,10.45,Jess ADAMSON,GBR
340,ADAMSON,Jess,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,24.0,3.7,7.6,0.0,11.3,Jess ADAMSON,GBR
341,ADAMSON,Jess,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,44.0,3.6,8.4,0.0,12.0,Jess ADAMSON,GBR
486,ALBA,Nashely,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,3.8,8.233,,12.033,Nashely ALBA,DOM
487,ALDAOUD,Ruba,w,JOR,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,3.2,8.6,,11.8,Ruba ALDAOUD,JOR
488,ALDAOUD,Ruba,w,JOR,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,1.6,8.566,,10.166,Ruba ALDAOUD,JOR
576,ALICEA,Katyna,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,48.0,4.3,4.3,,8.6,Katyna ALICEA,PUR
577,ALICEA,Katyna,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.1,7.3,0.1,11.3,Katyna ALICEA,PUR
578,ALICEA,Katyna,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.0,7.233,,11.233,Katyna ALICEA,PUR
579,ALICEA,Katyna,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",UB,,4.1,6.3,,10.4,Katyna ALICEA,PUR
580,ALICEA,Katyna,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,3.2,8.067,,11.267,Katyna ALICEA,PUR
585,ALIPIO,Ciena,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,5.7,7.9,,13.6,Ciena ALIPIO,USA
586,ALIPIO,Ciena,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,5.7,8.25,,13.95,Ciena ALIPIO,USA
587,ALIPIO,Ciena,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,4.5,7.55,0.1,11.95,Ciena ALIPIO,USA
588,ALIPIO,Ciena,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,4.5,6.85,,11.35,Ciena ALIPIO,USA
